postcode,nil,"$1-$149 ($1-$7,799)","$150-$299 ($7,800-$15,599)","$300-$399 ($15,600-$20,799)","$400-$499 ($20,800-$25,999)","$500-$649 ($26,000-$33,799)","$650-$799 ($33,800-$41,599)","$800-$999 ($41,600-$51,999)","$1,000-$1,249 ($52,000-$64,999)","$1,250-$1,499 ($65,000-$77,999)","$1,500-$1,749 ($78,000-$90,999)","$1,750-$1,999 ($91,000-$103,999)","$2,000-$2,499 ($104,000-$129,999)","$2,500-$2,999 ($130,000-$155,999)","$3,000-$3,499 ($156,000-$181,999)","$3,500-$3,999 ($182,000-$207,999)","$4,000-$4,499 ($208,000-$233,999)","$4,500-$4,999 ($234,000-$259,999)","$5,000-$5,999 ($260,000-$311,999)","$6,000-$7,999 ($312,000-$415,999)","$8,000 or more ($416,000 or more)"
5034,31,16,34,42,97,98,122,146,157,171,146,144,299,221,187,188,110,110,131,86,11
5035,31,11,34,53,73,56,119,98,134,143,107,98,189,113,97,74,28,34,36,20,0
5037,57,35,84,127,310,215,279,267,312,281,250,193,395,235,163,104,36,43,30,22,5
5038,67,37,118,173,401,296,420,388,483,415,365,327,583,333,220,112,45,52,26,12,0
5039,38,31,65,92,198,136,191,211,236,190,181,161,336,219,137,84,45,43,16,19,0
5040,5,8,23,63,81,42,61,66,72,56,35,52,85,70,54,30,25,6,13,8,0
5041,38,28,76,67,183,155,210,215,290,281,225,224,460,362,306,209,123,144,108,82,9
5042,98,45,123,135,294,233,328,280,386,314,235,230,369,195,125,61,40,30,30,15,0
5043,109,68,246,368,654,405,615,581,595,500,400,375,606,348,208,115,69,34,28,24,0
5044,44,28,82,91,285,197,246,266,347,259,225,208,421,314,210,147,98,79,97,69,10
5045,55,40,100,102,264,224,285,309,377,304,237,271,510,323,279,203,121,94,112,75,8
5046,40,44,90,126,334,205,270,317,302,306,226,216,361,200,132,101,26,26,13,8,3
5047,65,36,98,140,269,171,292,249,307,267,201,192,319,198,102,66,31,15,17,9,0
5048,56,45,100,156,411,307,421,403,446,369,333,261,503,352,239,170,122,97,71,63,0
5049,28,34,48,71,191,154,232,251,318,289,203,219,401,309,192,122,67,59,70,29,4
5050,28,14,23,52,103,81,142,142,178,165,113,129,203,164,98,87,38,32,41,18,0
5051,29,25,51,62,174,164,234,252,351,353,280,337,604,463,321,221,155,126,95,59,3
5052,23,12,34,25,105,88,132,127,154,158,139,124,259,201,138,120,71,61,67,37,3
5061,33,19,42,42,130,69,142,140,166,150,139,154,286,185,141,245,113,174,177,171,29
5062,60,27,51,66,206,162,217,212,325,295,217,222,440,371,283,270,169,210,174,183,31
5063,49,33,62,123,247,160,202,202,267,269,219,210,424,260,205,240,122,125,119,90,11
5064,50,16,48,37,149,108,173,181,219,189,148,141,302,211,176,198,124,143,145,133,20
5065,70,24,70,96,191,159,199,202,253,213,198,146,311,195,145,197,109,110,156,135,23
5066,62,26,48,54,152,136,180,198,258,227,205,203,368,275,246,274,161,211,188,186,27
5067,62,25,87,119,198,130,171,190,252,212,205,174,363,207,155,227,94,127,111,104,3
5068,64,46,83,115,304,196,273,267,304,264,210,215,371,229,178,219,116,135,129,124,20
5069,42,19,60,92,156,90,143,143,168,149,138,123,254,184,138,151,110,97,109,123,11
5070,74,44,110,187,457,234,378,310,448,346,269,245,461,286,200,160,95,91,80,48,5
5072,70,23,89,139,302,212,323,258,374,276,250,233,426,324,227,175,98,92,84,80,9
5073,100,42,113,141,413,227,422,350,460,340,291,293,563,344,264,174,88,74,71,42,5
5074,75,46,94,162,418,218,397,342,404,341,235,282,505,234,143,97,51,29,23,17,4
5075,58,16,85,76,274,148,316,311,367,303,231,222,395,267,157,103,35,41,30,13,0
5076,12,15,43,70,173,129,224,221,223,251,215,199,410,294,204,111,58,34,51,27,5
5081,45,22,63,62,150,85,140,171,193,196,151,158,300,202,140,211,98,115,115,127,25
5082,64,29,102,107,294,185,270,261,351,292,288,278,549,345,293,238,132,107,124,102,16
5083,40,15,65,77,184,144,179,161,225,183,143,171,291,195,162,100,53,41,46,17,0
5084,57,37,134,178,335,218,306,277,275,233,167,148,227,133,69,49,16,14,17,3,5
5085,118,52,176,243,473,327,500,494,589,543,506,436,697,443,239,186,81,71,45,29,3
5086,88,43,132,229,491,262,452,471,538,506,409,334,586,370,229,153,58,42,27,13,0
5087,63,37,122,156,315,200,311,288,377,300,253,239,414,242,144,96,24,25,23,20,0
5088,10,13,32,42,112,60,121,132,134,110,75,75,131,52,17,12,6,4,3,0,0
5089,24,13,35,26,100,81,159,145,220,159,135,144,305,210,145,102,57,38,25,20,0
5090,28,19,63,85,337,202,300,254,304,232,183,158,283,159,89,46,20,16,12,0,0
5091,17,16,28,42,147,107,211,216,272,202,181,173,324,209,115,89,41,33,26,11,0
5092,81,47,103,165,469,277,567,515,640,588,440,394,757,415,226,104,63,27,37,10,0
5093,49,24,56,99,251,169,314,280,357,337,241,197,312,159,82,49,22,17,5,5,0
5094,4,0,6,11,28,26,26,41,41,28,25,5,21,8,7,0,0,0,0,0,0
5095,114,38,121,149,354,267,476,444,607,561,461,438,774,516,265,206,98,88,76,37,0
5096,61,28,121,151,355,249,396,421,488,429,330,291,512,247,146,87,38,29,24,17,0
5097,50,22,77,105,284,222,403,373,476,389,359,331,597,370,183,105,47,30,24,11,0
5098,54,40,88,124,380,229,488,377,465,343,293,297,429,247,120,63,27,15,15,3,0
5106,0,0,0,0,10,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
5107,64,46,153,164,388,290,549,533,600,515,426,336,570,270,115,58,26,19,13,11,0
5108,169,104,396,523,1209,837,1412,1309,1475,1273,908,784,1195,543,202,125,48,33,22,18,7
5109,81,54,165,256,573,396,737,687,779,661,487,446,705,375,193,101,54,41,22,17,3
5110,29,23,53,62,189,139,271,229,296,268,182,195,291,160,64,40,11,5,4,5,5
5111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5112,92,87,317,432,811,498,783,662,725,528,344,279,436,211,105,78,22,14,6,15,6
5113,80,74,312,437,902,576,890,751,703,525,310,200,273,103,29,26,3,4,0,15,6
5114,118,44,216,289,667,612,1048,1002,1117,1030,878,747,1270,577,320,170,63,47,49,33,3
5115,51,27,81,104,198,217,307,342,383,378,279,263,368,155,69,27,7,4,7,5,0
5116,34,16,83,135,327,232,383,309,331,266,195,216,310,193,100,55,29,23,15,5,4
5117,5,3,7,8,30,13,51,57,67,62,59,52,133,95,60,31,13,18,8,0,0
5118,51,47,146,221,488,355,544,508,597,488,435,431,697,417,269,174,87,64,39,26,0
5120,9,3,10,16,33,15,49,38,46,42,39,48,75,32,17,21,10,4,4,4,3
5121,0,3,12,14,78,37,61,46,56,51,36,39,47,24,16,11,11,5,7,4,0
5125,49,47,118,194,380,259,477,470,574,507,427,449,820,565,400,261,140,110,95,37,5
5126,28,12,39,46,131,97,203,187,259,237,199,188,374,208,114,74,19,26,10,6,0
5127,29,8,50,60,175,111,228,223,242,217,187,180,350,260,154,85,56,40,29,3,0
5131,0,0,11,6,14,6,15,20,32,26,20,13,48,27,20,5,7,6,6,3,0
5132,0,0,0,0,7,4,11,5,13,9,10,5,22,10,13,7,0,0,4,3,0
5133,0,0,0,6,4,0,6,8,10,15,8,6,14,9,8,5,3,0,8,3,0
5134,0,5,0,6,9,3,12,9,12,6,7,8,10,12,3,6,7,3,4,3,0
5136,0,0,4,3,3,3,8,12,16,22,5,9,20,9,11,11,6,3,3,0,0
5137,0,6,4,0,12,4,11,10,13,9,15,7,17,10,19,9,6,16,0,5,0
5138,0,3,0,0,0,0,11,8,10,7,3,9,16,10,5,6,5,4,0,0,0
5139,0,0,5,4,3,3,4,4,8,5,6,4,10,11,4,4,0,0,0,0,0
5140,0,0,4,0,0,6,5,8,7,7,14,13,20,17,13,7,4,8,3,0,0
5141,0,0,7,4,5,11,15,7,16,13,7,18,21,29,13,9,10,5,9,0,0
5142,0,0,0,5,15,14,10,12,11,10,12,12,27,14,11,10,7,9,0,4,0
5144,3,0,0,3,6,3,12,8,13,8,7,4,19,13,6,5,7,3,5,7,3
5150,0,0,0,0,4,0,0,0,0,0,0,0,4,4,0,4,0,0,3,0,0
5151,0,0,3,4,3,0,4,3,4,14,3,10,13,16,12,12,0,4,3,0,0
5152,21,17,30,38,88,81,124,119,137,151,102,114,207,186,133,139,70,95,81,57,6
5153,29,12,28,45,84,67,114,129,184,170,144,136,240,166,101,95,62,52,52,42,3
5154,8,9,19,14,34,29,48,60,83,65,55,56,105,110,78,64,42,38,44,34,0
5155,17,9,16,29,71,51,75,79,89,108,97,97,195,125,90,51,24,24,20,16,0
5156,3,0,4,3,14,7,12,15,26,30,16,19,31,32,25,20,11,6,7,4,0
5157,10,9,19,24,42,28,46,54,69,86,69,67,98,97,48,42,13,19,23,17,0
5158,65,55,104,122,379,329,546,629,777,760,673,590,1265,794,451,230,122,75,56,24,4
5159,81,61,145,202,642,470,834,832,1017,979,826,769,1533,978,605,349,190,129,102,45,8
5160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5161,40,14,75,92,296,241,363,362,453,389,290,266,393,211,83,58,20,13,7,0,0
5162,127,70,268,430,1090,759,1296,1199,1369,1104,885,833,1253,635,326,148,75,40,41,14,4
5163,47,25,169,188,445,372,584,491,548,478,320,281,417,204,99,54,28,20,12,13,0
5164,26,22,102,153,273,165,251,204,195,138,107,68,94,33,18,13,6,6,0,0,0
5165,29,21,47,87,209,159,237,199,248,157,117,105,137,63,32,22,11,7,0,0,0
5166,7,9,20,31,92,59,100,84,71,63,41,35,54,24,11,6,4,0,0,0,0
5167,16,6,37,41,179,113,179,188,172,177,161,101,194,131,68,31,7,15,6,0,0
5168,21,14,66,86,209,116,199,159,204,160,119,104,206,99,47,25,5,5,0,4,0
5169,51,38,99,181,395,279,527,488,606,526,426,397,650,375,177,89,42,23,20,10,0
5170,0,6,12,16,39,22,38,48,41,31,29,16,37,30,13,8,3,3,0,0,0
5171,13,15,34,54,173,93,170,164,208,158,139,117,231,144,85,59,29,25,18,11,0
5172,9,13,25,15,83,53,101,95,148,116,71,101,151,99,56,56,21,10,15,12,6
5173,43,30,113,126,339,286,462,400,455,397,309,240,432,197,86,60,32,24,10,13,0
5174,7,6,24,31,85,63,99,107,105,92,66,67,91,36,36,13,12,5,3,0,0
5201,3,0,13,14,33,25,49,58,67,50,43,55,81,49,23,15,6,9,7,7,4
5202,0,5,10,8,20,14,27,20,33,25,20,21,39,20,6,4,0,0,0,0,0
5203,13,3,9,21,59,34,53,36,39,48,24,26,31,13,3,3,3,8,0,5,0
5204,8,17,45,50,131,97,161,117,129,84,59,61,64,36,21,19,5,6,3,5,0
5210,13,0,11,5,28,22,39,40,72,60,41,47,64,32,12,7,0,3,0,0,0
5211,58,50,146,234,801,509,931,654,717,505,249,269,348,151,80,61,38,32,17,17,0
5212,3,4,21,31,68,69,122,109,86,63,38,35,47,26,9,4,0,0,3,4,0
5213,9,0,18,22,28,27,44,36,49,43,23,26,54,16,13,8,3,4,4,4,0
5214,38,30,85,154,408,265,534,385,380,254,169,124,165,71,38,22,15,17,8,10,0
5220,0,0,0,0,9,0,7,4,8,0,3,5,0,3,0,0,0,0,0,0,0
5221,0,9,7,5,11,3,7,10,9,9,4,6,10,3,0,0,0,0,0,0,0
5222,3,8,10,8,33,18,22,29,33,21,13,9,11,3,5,4,0,0,0,0,0
5223,24,17,47,56,130,100,144,119,138,124,85,72,101,45,22,19,3,9,5,3,0
5231,3,4,5,11,21,14,28,25,22,27,24,36,58,29,20,10,5,7,6,5,3
5232,0,0,0,3,8,4,13,6,13,11,3,12,14,20,6,12,3,5,3,0,0
5233,3,5,8,5,24,20,45,30,44,30,34,28,53,35,21,17,9,11,0,3,0
5234,9,5,6,13,27,19,39,29,46,29,24,29,43,32,12,15,5,5,7,0,5
5235,13,11,23,43,70,44,88,77,102,69,60,60,85,42,23,18,10,12,0,10,0
5236,0,0,5,7,12,3,10,0,12,8,8,0,15,3,3,5,0,0,0,0,0
5237,3,4,5,3,17,11,9,10,14,7,8,8,7,4,0,0,0,0,0,0,0
5238,16,25,49,84,225,113,235,159,151,128,92,62,92,41,25,18,6,4,0,0,0
5240,0,0,0,8,7,12,18,10,15,20,14,11,32,13,9,4,4,0,0,0,0
5241,0,6,13,20,66,33,68,67,86,79,57,51,94,71,33,16,7,5,8,5,0
5242,0,6,6,13,17,22,37,45,43,33,42,27,66,44,24,19,18,9,11,9,0
5243,0,0,0,0,19,16,17,16,27,16,12,12,29,20,9,11,4,12,11,8,0
5244,18,12,18,38,89,64,112,120,117,119,82,81,164,126,58,41,9,7,15,4,0
5245,6,7,16,20,60,48,60,81,75,68,54,54,114,82,50,40,16,29,18,14,0
5250,10,5,16,18,52,44,72,78,84,79,66,88,157,116,73,46,27,18,12,12,3
5251,34,28,114,156,401,294,424,391,472,396,350,347,571,326,180,145,83,55,47,27,8
5252,16,11,30,40,99,95,186,159,226,201,177,202,285,178,94,45,14,19,15,0,0
5253,83,46,220,345,736,441,813,622,695,550,372,351,514,240,108,90,39,19,31,17,0
5254,9,7,20,16,59,49,62,76,79,92,53,45,89,48,21,13,0,4,3,0,0
5255,38,29,67,84,254,180,312,292,310,307,216,162,365,164,102,65,31,23,20,4,0
5256,9,3,18,28,73,41,75,60,56,38,29,28,34,6,6,10,4,0,0,0,0
5259,7,4,11,15,32,12,37,42,42,24,23,16,25,17,4,10,0,3,0,9,0
5260,5,4,22,44,92,62,103,61,92,46,22,34,42,17,9,9,6,0,0,3,0
5261,6,4,3,6,13,11,7,8,7,11,6,14,11,6,6,0,0,0,0,0,0
5262,4,0,0,5,9,9,10,15,17,12,7,8,23,7,4,0,0,0,0,0,0
5263,0,0,0,0,0,0,4,7,3,0,8,4,6,0,5,5,0,0,0,0,0
5264,4,0,7,18,74,20,56,43,51,41,30,26,16,15,12,7,5,0,0,0,0
5265,0,6,3,10,25,5,12,13,17,6,6,19,10,7,3,7,0,0,0,0,0
5266,0,0,0,4,19,13,10,15,27,30,13,19,27,8,3,3,0,7,0,0,0
5267,17,4,17,13,60,25,71,59,79,72,46,48,49,48,14,12,7,6,0,3,0
5268,15,5,21,36,101,68,156,101,115,121,86,73,118,52,33,26,8,3,8,6,0
5269,5,0,3,7,8,8,9,13,6,5,5,9,4,3,0,4,0,0,0,0,0
5270,0,4,3,4,13,7,15,28,19,23,17,12,18,16,9,0,4,3,0,0,0
5271,39,19,70,75,217,144,247,233,238,279,188,150,270,147,69,38,22,17,13,24,0
5272,4,0,10,11,9,14,30,34,21,49,17,15,29,21,6,0,0,3,0,4,0
5273,0,0,0,0,3,0,5,4,4,5,3,3,3,0,0,0,0,0,0,0,0
5275,12,16,19,31,110,60,123,96,102,76,43,53,62,31,19,13,3,11,3,7,5
5276,8,4,18,16,39,29,43,42,53,43,25,17,48,21,9,6,0,0,5,0,0
5277,24,9,18,50,111,60,109,97,96,116,55,59,90,51,21,16,11,6,3,12,0
5278,15,0,12,10,17,11,24,20,20,16,3,8,19,8,0,8,0,0,0,0,0
5279,0,0,6,6,26,14,24,12,23,16,9,6,21,9,4,0,0,0,0,0,0
5280,34,34,77,125,321,151,293,237,250,215,158,135,208,112,68,46,18,30,10,14,3
5290,92,68,262,344,893,526,891,762,861,732,603,540,836,431,199,125,58,41,34,32,0
5291,43,20,46,50,182,101,216,205,255,247,176,226,327,210,120,94,34,43,22,35,8
5301,11,4,3,5,18,17,23,14,29,18,12,14,9,4,4,0,0,0,0,0,0
5302,0,3,4,11,30,10,29,28,34,33,18,22,34,16,10,4,4,3,0,3,0
5303,0,0,0,4,5,0,0,8,5,9,7,11,10,3,0,0,0,0,0,0,0
5304,4,8,9,8,42,9,21,26,24,26,26,17,21,13,6,4,0,3,3,0,0
5306,0,3,0,0,3,0,0,3,3,0,0,0,4,0,3,0,0,0,0,0,0
5307,0,3,8,15,30,12,27,18,20,17,9,10,11,5,6,0,0,3,0,0,0
5308,0,0,0,3,8,0,4,7,3,10,5,4,3,0,0,0,0,0,0,0,0
5309,4,6,0,3,7,0,8,6,4,3,0,3,5,0,0,0,0,0,0,0,0
5310,0,0,0,0,3,0,3,10,3,4,0,0,0,6,0,0,0,0,0,0,0
5311,4,0,6,4,12,4,16,16,16,11,6,4,16,9,0,3,3,5,0,0,0
5320,3,6,11,16,48,19,40,25,16,17,13,7,9,9,3,3,0,0,0,0,0
5321,0,0,0,0,24,19,22,23,13,10,12,4,9,8,0,0,0,0,0,0,0
5322,3,3,7,5,32,26,42,37,39,34,22,25,25,23,7,0,0,0,0,0,0
5330,15,15,48,48,143,76,168,97,107,96,66,61,98,56,20,20,3,9,4,5,0
5331,0,0,0,0,9,6,12,11,15,14,4,6,16,0,0,0,0,0,0,0,0
5332,0,0,4,3,14,10,21,18,21,11,9,9,13,4,3,0,0,0,0,0,0
5333,23,18,52,69,223,130,231,181,192,214,123,120,227,97,47,24,10,6,8,14,3
5340,4,7,13,10,42,21,60,28,50,36,35,40,41,21,9,8,3,4,0,6,0
5341,21,18,72,100,250,177,298,239,282,243,163,135,215,106,41,33,15,12,13,19,6
5342,4,4,9,10,21,23,36,42,48,30,30,28,43,23,4,3,3,0,3,3,0
5343,18,32,55,105,177,110,215,169,175,116,94,69,145,82,34,30,9,5,13,15,0
5344,5,4,10,9,32,9,30,27,33,32,22,21,35,20,7,4,0,0,0,4,0
5345,8,13,48,54,160,73,156,115,124,107,63,60,108,60,30,16,3,7,3,5,0
5346,0,0,0,3,10,3,17,11,16,14,15,8,13,3,6,0,0,0,0,0,0
5350,0,0,0,0,4,6,8,6,10,19,6,8,16,14,9,6,0,3,4,0,0
5351,19,10,31,34,93,89,156,125,183,174,131,140,239,155,71,48,37,18,14,9,4
5352,17,19,28,50,162,103,139,144,195,154,99,127,207,126,75,48,32,22,28,20,3
5353,17,13,36,43,123,57,126,124,151,118,87,77,136,74,46,23,20,17,9,16,0
5354,0,0,7,17,21,9,18,10,12,8,4,4,7,9,4,5,0,0,0,3,0
5355,13,27,60,92,253,137,299,238,270,239,204,182,313,193,74,49,23,24,15,10,0
5356,4,5,3,11,20,16,27,22,20,20,19,17,32,14,9,5,0,0,0,0,0
5357,5,0,6,6,30,13,26,19,19,11,13,5,6,3,0,0,0,0,0,0,0
5360,0,0,4,3,17,18,29,29,33,38,29,30,50,34,19,11,4,0,0,0,0
5371,4,3,6,4,13,11,25,31,29,31,25,23,50,40,23,11,7,8,9,3,0
5372,4,3,9,15,44,33,60,45,69,63,69,48,88,69,23,11,6,7,0,0,4
5373,15,9,46,40,128,100,146,121,130,124,75,88,115,57,34,16,11,9,0,0,0
5374,13,18,23,28,70,30,69,47,53,64,26,32,36,17,11,5,3,3,0,6,0
5381,7,6,3,11,21,3,25,15,17,13,7,6,7,0,0,0,0,0,5,0,0
5400,0,5,7,0,10,3,22,31,16,41,21,27,35,12,12,8,0,0,0,5,0
5401,0,0,8,8,26,13,23,24,37,21,19,16,21,11,11,3,3,0,0,0,0
5410,0,0,0,6,10,3,3,18,18,5,14,3,12,6,6,4,0,0,0,0,0
5411,3,3,5,0,7,6,11,9,11,13,8,8,6,6,3,4,0,0,0,0,0
5412,0,6,6,23,57,31,63,34,52,34,28,26,34,25,10,3,0,3,7,0,0
5413,0,7,10,8,38,27,34,36,38,25,12,20,16,6,4,6,0,0,0,0,0
5414,0,0,0,0,13,7,11,5,3,5,4,0,0,0,0,0,0,0,0,0,0
5415,0,0,0,5,0,5,9,12,7,6,0,3,7,5,7,3,0,0,0,0,0
5416,0,0,8,6,0,8,15,7,10,4,0,0,7,0,0,0,0,0,0,0,0
5417,10,9,15,27,67,39,60,57,59,46,46,23,32,19,6,6,0,4,0,3,0
5418,0,0,0,3,6,3,7,0,3,5,0,0,9,0,0,0,0,0,0,0,0
5419,0,0,10,5,8,4,9,9,12,10,3,5,4,4,0,4,0,0,0,0,0
5420,0,0,0,0,5,0,0,0,6,0,3,3,4,0,0,0,0,0,0,0,0
5421,0,3,3,3,6,0,8,4,6,6,5,0,0,0,0,0,0,0,0,0,0
5422,8,9,37,47,133,50,86,74,66,43,24,21,22,13,5,8,0,4,0,0,0
5431,4,3,6,11,41,19,31,30,34,26,17,10,32,18,3,9,0,3,0,0,0
5432,0,0,0,0,0,0,4,5,4,3,0,4,6,0,0,3,0,0,0,0,0
5433,3,4,13,35,56,33,50,49,42,27,22,21,38,16,15,7,6,4,0,0,0
5434,0,0,11,0,5,7,5,15,17,15,3,9,11,9,0,3,0,0,0,0,0
5440,0,0,4,5,4,3,8,0,6,5,5,4,3,5,0,0,0,0,0,0,0
5451,4,4,3,8,27,23,25,16,28,21,20,11,32,14,12,0,0,0,3,0,0
5452,0,0,0,0,8,4,7,10,12,19,12,6,32,13,7,3,0,0,0,0,0
5453,13,5,50,60,137,92,163,139,172,175,103,122,176,92,68,41,8,12,3,22,0
5454,3,0,7,3,14,8,18,14,17,15,4,12,10,7,0,6,0,0,0,0,0
5455,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,0,0,0,0
5460,0,0,9,8,25,21,20,20,23,35,16,19,24,5,8,4,3,5,3,0,0
5461,8,3,23,41,123,60,93,69,110,78,46,48,71,37,19,14,7,10,6,7,0
5462,0,0,5,3,14,12,20,17,27,13,12,11,19,6,6,3,0,0,0,0,0
5464,0,0,3,11,18,6,19,21,29,19,10,15,29,8,8,4,0,6,0,4,0
5470,0,0,0,0,5,5,3,13,4,0,3,6,4,0,0,0,0,0,0,5,0
5471,0,0,3,3,4,0,5,0,0,4,3,0,0,5,0,0,0,0,0,0,0
5472,0,0,0,3,11,8,8,7,7,3,6,0,4,0,0,0,0,0,0,0,0
5473,4,3,3,9,37,18,47,29,27,35,7,9,13,8,4,0,0,0,0,0,0
5480,3,6,11,10,35,17,28,31,30,35,18,15,25,17,3,8,3,0,0,0,0
5481,3,0,8,10,25,18,30,22,20,8,13,11,15,12,6,5,0,0,0,0,0
5482,4,6,4,7,18,15,14,11,21,10,6,10,19,14,10,4,0,5,0,0,0
5483,3,4,3,7,9,8,14,12,18,13,6,3,8,3,0,0,0,3,5,0,0
5485,0,3,0,5,25,12,19,14,12,15,9,10,14,14,4,11,0,0,0,0,0
5490,0,0,3,0,7,0,5,10,4,4,5,7,0,0,3,0,0,0,0,0,0
5491,6,3,14,28,89,40,66,36,86,67,47,37,65,33,21,10,3,13,7,12,0
5493,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5495,3,0,11,13,32,15,38,19,26,23,6,9,5,14,4,0,0,0,0,3,0
5501,28,25,46,57,157,96,169,208,238,217,172,153,268,137,104,40,24,20,12,7,0
5502,8,0,10,10,24,30,51,32,53,70,40,40,50,42,18,4,4,4,0,6,3
5510,0,0,0,5,3,0,3,5,3,6,0,6,4,0,0,0,0,0,0,0,0
5520,0,5,4,14,31,17,32,18,14,23,6,7,10,15,4,4,0,0,0,4,0
5521,0,0,6,0,18,4,8,10,0,6,0,6,0,0,0,0,0,0,0,0,0
5522,3,3,23,35,103,31,76,44,48,48,23,16,33,15,15,9,4,6,3,4,0
5523,12,13,13,24,83,55,77,62,56,53,26,38,58,53,25,13,13,0,3,10,0
5540,66,49,216,308,749,353,658,476,480,393,301,269,451,254,125,78,32,37,23,14,0
5550,7,4,7,19,33,19,30,34,27,28,22,18,21,20,8,4,6,0,0,0,0
5552,0,0,0,5,11,3,14,13,14,5,3,3,4,6,6,9,0,0,0,0,0
5554,12,7,55,89,239,98,226,172,172,162,98,91,150,87,41,23,9,14,10,3,4
5555,0,4,4,11,29,11,30,19,21,16,8,9,10,4,6,0,0,6,0,0,0
5556,17,17,57,77,226,113,232,153,174,125,45,70,99,41,26,20,8,7,0,9,0
5558,14,17,65,98,228,95,277,171,176,142,93,88,118,59,29,21,7,11,8,5,0
5560,0,0,3,9,20,12,23,19,10,14,3,15,6,3,6,0,0,4,0,0,0
5570,3,4,4,8,46,15,28,20,21,19,12,12,8,8,9,0,0,0,0,0,0
5571,20,9,17,28,92,55,113,63,75,52,35,39,41,18,20,11,0,0,0,6,0
5572,0,0,0,0,4,0,6,4,5,6,0,8,5,0,0,0,0,0,0,0,0
5573,13,8,28,37,75,36,89,77,75,68,34,51,52,21,15,15,5,9,3,3,0
5575,13,15,27,38,129,64,117,82,104,69,46,44,55,23,12,13,4,0,0,0,5
5576,7,11,6,24,58,28,60,39,34,36,20,20,23,13,12,6,3,7,4,3,0
5577,9,4,11,8,27,15,26,14,22,21,7,8,13,5,3,0,0,0,0,0,0
5580,0,0,5,3,9,9,23,16,18,7,4,9,8,3,3,3,0,4,0,0,0
5581,4,3,3,9,28,23,47,25,29,16,8,11,10,10,0,3,0,6,0,0,0
5582,0,0,6,10,32,19,29,28,27,13,21,8,13,4,0,4,0,0,0,0,0
5583,3,4,16,15,57,15,46,29,34,28,18,10,12,6,0,3,3,0,0,0,0
5600,25,14,62,98,199,91,175,141,166,161,127,145,248,169,113,82,39,37,24,19,0
5601,3,0,14,8,30,5,28,7,16,14,5,4,12,10,7,6,0,0,0,0,0
5602,7,4,14,14,53,16,56,34,46,46,26,20,40,26,10,10,6,4,0,0,0
5603,0,3,0,5,14,10,14,12,22,16,12,4,16,10,4,8,0,3,0,6,0
5604,4,0,3,9,7,8,6,6,13,9,6,3,4,6,0,0,0,0,3,3,0
5605,11,6,18,27,82,40,73,51,70,50,34,29,55,28,12,10,0,3,0,3,0
5606,53,34,155,207,414,277,488,396,475,391,298,266,477,253,120,84,41,40,28,26,7
5607,28,15,35,51,100,75,124,147,165,157,107,102,163,90,65,26,16,13,5,13,0
5608,67,73,330,348,597,345,550,413,372,289,259,217,385,227,113,77,49,14,6,10,0
5609,3,0,10,25,30,22,43,31,47,39,46,42,82,59,36,31,21,16,3,0,0
5630,0,0,0,0,0,5,4,0,7,10,0,7,3,0,0,3,0,0,0,0,0
5631,3,5,4,11,35,22,38,33,36,30,23,29,42,9,8,8,0,7,0,8,0
5632,0,0,0,0,3,7,5,5,8,4,4,6,16,5,0,0,0,5,0,5,0
5633,0,0,5,4,10,5,10,10,18,10,10,6,3,0,4,0,0,0,0,0,0
5640,3,10,12,11,51,26,34,36,41,36,31,13,30,16,15,6,5,0,3,0,0
5641,0,6,12,7,27,21,33,22,35,42,24,17,38,18,9,8,5,5,0,10,0
5642,0,0,0,3,5,4,6,13,10,8,3,8,4,12,7,5,5,0,0,0,0
5650,0,0,0,3,7,0,3,3,10,8,0,8,4,0,6,3,0,0,0,0,0
5651,0,0,3,0,0,0,3,0,4,0,0,0,3,0,0,0,0,5,0,0,0
5652,0,0,7,16,18,15,22,15,31,33,12,17,23,17,9,9,5,0,0,5,0
5653,0,0,0,0,0,0,0,3,3,4,4,0,7,0,0,0,0,0,0,0,0
5654,0,0,7,4,17,6,6,3,11,9,5,3,6,4,8,0,3,0,0,0,0
5655,0,0,0,0,3,0,0,4,4,0,0,6,5,0,0,0,0,0,0,0,0
5660,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
5661,0,0,0,3,3,0,3,4,12,0,3,0,3,4,3,0,0,0,0,0,0
5670,0,3,8,6,23,6,24,17,14,9,15,3,21,6,0,3,3,5,0,0,0
5671,0,0,3,0,4,4,6,5,4,3,4,0,6,0,4,0,0,0,0,0,0
5680,8,4,18,32,65,50,72,68,71,47,33,57,72,41,18,12,3,6,0,4,0
5690,15,3,23,35,73,53,95,70,103,94,61,61,128,69,43,22,6,8,5,4,6
5700,63,42,119,164,312,244,337,291,367,309,229,205,303,183,123,79,39,23,16,8,0
5701,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
5710,4,4,8,16,43,29,48,58,54,55,44,49,92,61,44,14,9,4,0,4,0
